"IMAGE	MEDICINE_NAME	GENERIC_NAME	DISEASE	DESCRIPTION",,
"2768.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2769.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2770.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2771.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2772.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2773.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2774.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2775.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2776.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2777.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2778.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2779.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2780.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2781.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2782.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2783.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2784.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2785.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2786.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2787.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2788.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2789.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2790.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2791.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2792.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2793.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2794.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2795.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2796.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2797.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2798.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2799.png	Romycin	Azithromycin Dihydrate (Ophthalmic)	Eye itching","Eye irritation.	Romycin contains Azithromycin Dihydrate (Ophthalmic) for eye itching",eye irritation.. It is a macrolide antibiotic that inhibits bacterial protein synthesis.
"2800.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2801.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2802.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2803.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2804.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2805.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2806.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2807.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2808.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2809.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2810.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2811.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2812.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2813.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2814.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2815.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2816.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2817.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2818.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2819.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2820.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2821.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2822.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2823.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2824.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2825.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2826.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2827.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2828.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2829.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2830.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2831.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2832.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2833.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2834.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2835.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2836.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2837.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2838.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2839.png	Rozith	Azithromycin Dihydrate	Bacterial Infection	Rozith contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2840.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2841.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2842.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2843.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2844.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2845.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2846.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2847.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2848.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2849.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2850.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2851.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2852.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2853.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2854.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2855.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2856.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2857.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2858.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2859.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2860.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2861.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2862.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2863.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2864.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2865.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2866.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2867.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2868.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2869.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2870.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2871.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2872.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2873.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2874.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2875.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2876.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2877.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2878.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2879.png	Sergel	Esomeprazole	Stomach & Duodenal Ulcers	Sergel contains Esomeprazole for stomach & duodenal ulcers. It is a proton pump inhibitor that reduces stomach acid.",,
"2880.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2881.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2882.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2883.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2884.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2885.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2886.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2887.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2888.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2889.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2890.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2891.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2892.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2893.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2894.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2895.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2896.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2897.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2898.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2899.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2900.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2901.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2902.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2903.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2904.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2905.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2906.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2907.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2908.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2909.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2910.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2911.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2912.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2913.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2914.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2915.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2916.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2917.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2918.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
"2919.png	Tamen	Paracetamol	Fever / Pain	Tamen contains Paracetamol for treating fever / pain. It reduces fever and pain by inhibiting prostaglandins in the CNS.",,
